Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
vllm::unquantized_gemm,,,15.97,77.19,0,15.76,0,0
aten::linear,,,4.84,61.22,0,15.76,0,0
aten::t,,,5.6,15.4,0,0,0,0
aten::transpose,,,3.37,9.8,0,0,0,0
aten::as_strided,,,6.43,6.43,0,0,0,0
aten::matmul,,,19.33,40.98,0,15.76,0,0
empty_tensor,,,10.56,10.56,0,0,0,0
aclnnMatmul,,,11.09,11.09,15.76,15.76,0,0
vllm::reduce_scatter,,,115.74,233.46,0,13.88,0,0
aten::movedim,,,1.54,10.5,0,0,0,0
aten::movedim,,,2.54,8.96,0,0,0,0
aten::permute,,,2.69,6.42,0,0,0,0
aten::as_strided,,,3.73,3.73,0,0,0,0
aten::empty,,,2.58,12.1,0,0,0,0
empty_tensor,,,9.52,9.52,0,0,0,0
c10d::_reduce_scatter_base_,,,53.55,79.45,0,13.860000000000001,0,0
record_event,,,12.01,12.01,0.22,0.22,0,0
wait_event,,,3.1,3.1,0.02,0.02,0,0
HcclReduceScatterBase,,,2.8,4.73,0,13.22,0,0
HcclReduceScatter,,,1.93,1.93,13.22,13.22,0,0
record_event,,,3.69,3.69,0.2,0.2,0,0
record_event,,,2.37,2.37,0.2,0.2,0,0
wait_event,,,3.08,3.08,0.02,0.02,0,0
destroy_event,,,1.55,1.55,0,0,0,0
aten::movedim,,,1.32,11.04,0,0,0,0
aten::movedim,,,2.31,9.72,0,0,0,0
aten::permute,,,2.66,7.41,0,0,0,0
aten::as_strided,,,4.75,4.75,0,0,0,0
aten::copy_,,,55.18,65.54,0,0.74,0,0
aclnnInplaceCopy,,,10.36,10.36,0.74,0.74,0,0
aten::unsqueeze,,,4.37,8.19,0,0,0,0
aten::as_strided,,,3.82,3.82,0,0,0,0
aten::unsqueeze,,,2.32,3.92,0,0,0,0
aten::as_strided,,,1.6,1.6,0,0,0,0
aten::unsqueeze,,,1.92,3.36,0,0,0,0
aten::as_strided,,,1.44,1.44,0,0,0,0
aten::detach,,,3.5,3.5,0,0,0,0
aten::reshape,,,4.79,8.35,0,0,0,0
aten::view,,,3.56,3.56,0,0,0,0
aten::unsqueeze,,,2.99,4.65,0,0,0,0
aten::as_strided,,,1.66,1.66,0,0,0,0
_C_ascend::npu_hc_post,,,38.1,75.35,0,7.56,0,0
aten::empty,,,2.61,13.22,0,0,0,0
empty_tensor,,,10.61,10.61,0,0,0,0
aten::empty,,,2.42,12.51,0,0,0,0
empty_tensor,,,10.09,10.09,0,0,0,0
aclnnHcPost,,,11.52,11.52,7.56,7.56,0,0
aten::squeeze,,,4.39,6.85,0,0,0,0
aten::as_strided,,,2.46,2.46,0,0,0,0
_C_ascend::npu_hc_pre_v2,,,36.49,76.6,0,32.6005,0,0
aten::empty,,,2.21,8.57,0,0,0,0
empty_tensor,,,6.36,6.36,0,0,0,0
aten::empty,,,1.29,5.48,0,0,0,0
empty_tensor,,,4.19,4.19,0,0,0,0
aten::empty,,,1.14,5.41,0,0,0,0
empty_tensor,,,4.27,4.27,0,0,0,0
aten::empty,,,1.98,10.26,0,0,0,0
empty_tensor,,,8.28,8.28,0,0,0,0
aclnnHcPre,,,10.39,10.39,32.6005,32.6005,0,0
npu::npu_rms_norm,,,47.64,66.16,0,5.9805,0,0
empty_tensor,,,5.97,5.97,0,0,0,0
empty_tensor,,,3.58,3.58,0,0,0,0
aclnnRmsNorm,,,8.97,8.97,5.9805,5.9805,0,0
aten::reshape,,,4.61,9.06,0,0,0,0
aten::view,,,4.45,4.45,0,0,0,0
vllm::moe_forward_shared,,,1916.29,4775.96,0,356.527,0,0
aten::to,,,1.99,45.77,0,5.96,0,0
aten::_to_copy,,,5.55,43.78,0,5.96,0,0
aten::empty_strided,,,8.95,13.24,0,0,0,0
empty_tensor,,,4.29,4.29,0,0,0,0
aten::copy_,,,15.16,24.99,0,5.96,0,0
aclnnInplaceCopy,,,9.83,9.83,5.96,5.96,0,0
Event::record,,,76.76,88.83,0,0.2,0,0
record_event,,,12.07,12.07,0.2,0.2,0,0
aten::linear,,,5.36,59.33,0,11.6,0,0
aten::t,,,5.55,14.2,0,0,0,0
aten::transpose,,,2.83,8.65,0,0,0,0
aten::as_strided,,,5.82,5.82,0,0,0,0
aten::matmul,,,19.19,39.77,0,11.6,0,0
empty_tensor,,,10.87,10.87,0,0,0,0
aclnnMatmul,,,9.71,9.71,11.6,11.6,0,0
Event::record,,,70.4,81.61,0,0.24,0,0
record_event,,,11.21,11.21,0.24,0.24,0,0
vllm::maybe_all_gather_and_maybe_unpad,,,44.9,302.76,0,10.581,0,0
vllm::all_gather,,,127.63,257.86,0,10.581,0,0
aten::empty,,,3.88,17.57,0,0,0,0
empty_tensor,,,13.69,13.69,0,0,0,0
c10d::_allgather_base_,,,56.69,84.78,0,10.561,0,0
record_event,,,13.91,13.91,0.2,0.2,0,0
wait_event,,,3.22,3.22,0.02,0.02,0,0
HcclAllgatherBase,,,3.16,5.08,0,10.301,0,0
HcclAllGather,,,1.92,1.92,10.301,10.301,0,0
record_event,,,3.5,3.5,0.02,0.02,0,0
record_event,,,2.38,2.38,0.02,0.02,0,0
wait_event,,,3.12,3.12,0.02,0.02,0,0
destroy_event,,,1.57,1.57,0,0,0,0
aten::reshape,,,1.78,8.2,0,0,0,0
aten::view,,,6.42,6.42,0,0,0,0
aten::movedim,,,1.52,11.08,0,0,0,0
aten::movedim,,,2.56,9.56,0,0,0,0
aten::permute,,,3.04,7.0,0,0,0,0
aten::as_strided,,,3.96,3.96,0,0,0,0
aten::reshape,,,0.94,3.91,0,0,0,0
aten::view,,,2.97,2.97,0,0,0,0
vllm::maybe_all_gather_and_maybe_unpad,,,40.28,273.91,0,5.800999999999999,0,0
vllm::all_gather,,,114.42,233.63,0,5.800999999999999,0,0
aten::empty,,,2.95,15.37,0,0,0,0
empty_tensor,,,12.42,12.42,0,0,0,0
c10d::_allgather_base_,,,51.42,77.39,0,5.781,0,0
record_event,,,12.28,12.28,0.24,0.24,0,0
wait_event,,,2.93,2.93,0.02,0.02,0,0
HcclAllgatherBase,,,3.03,4.83,0,5.281,0,0
HcclAllGather,,,1.8,1.8,5.281,5.281,0,0
record_event,,,3.4,3.4,0.02,0.02,0,0
record_event,,,2.53,2.53,0.22,0.22,0,0
wait_event,,,3.56,3.56,0.02,0.02,0,0
destroy_event,,,1.65,1.65,0,0,0,0
aten::reshape,,,1.51,6.62,0,0,0,0
aten::view,,,5.11,5.11,0,0,0,0
aten::movedim,,,1.53,10.68,0,0,0,0
aten::movedim,,,2.56,9.15,0,0,0,0
aten::permute,,,2.72,6.59,0,0,0,0
aten::as_strided,,,3.87,3.87,0,0,0,0
aten::reshape,,,0.92,3.94,0,0,0,0
aten::view,,,3.02,3.02,0,0,0,0
_C_ascend::moe_gating_top_k_hash,,,41.24,79.72,0,12.14,0,0
aten::empty,,,3.12,15.64,0,0,0,0
empty_tensor,,,12.52,12.52,0,0,0,0
aten::empty,,,1.23,5.16,0,0,0,0
empty_tensor,,,3.93,3.93,0,0,0,0
aten::empty,,,1.28,5.09,0,0,0,0
empty_tensor,,,3.81,3.81,0,0,0,0
aclnnMoeGatingTopKHash,,,12.59,12.59,12.14,12.14,0,0
aten::to,,,1.84,47.46,0,0.92,0,0
aten::_to_copy,,,5.95,45.62,0,0.92,0,0
aten::empty_strided,,,8.45,13.69,0,0,0,0
empty_tensor,,,5.24,5.24,0,0,0,0
aten::copy_,,,16.91,25.98,0,0.92,0,0
aclnnInplaceCopy,,,9.07,9.07,0.92,0.92,0,0
aten::detach,,,4.51,4.51,0,0,0,0
aten::detach,,,1.1,1.1,0,0,0,0
Event::record,,,78.76,92.0,0,0.02,0,0
record_event,,,13.24,13.24,0.02,0.02,0,0
aten::index,,,32.89,62.1,0,19.6605,0,0
empty_tensor,,,6.45,6.45,0,0,0,0
empty_tensor,,,7.88,7.88,0,0,0,0
aclnnIndex,,,14.88,14.88,19.6605,19.6605,0,0
aten::ne,,,11.72,24.34,0,1.36,0,0
empty_tensor,,,6.12,6.12,0,0,0,0
aclnnNeScalar,,,6.5,6.5,1.36,1.36,0,0
aten::mul,,,15.25,25.79,0,2.3,0,0
empty_tensor,,,4.44,4.44,0,0,0,0
aclnnMul,,,6.1,6.1,2.3,2.3,0,0
npu::npu_moe_init_routing_v2,,,23.4,47.76,0,30.4205,0,0
empty_tensor,,,8.42,8.42,0,0,0,0
empty_tensor,,,3.18,3.18,0,0,0,0
empty_tensor,,,2.82,2.82,0,0,0,0
empty_tensor,,,2.97,2.97,0,0,0,0
aclnnMoeInitRoutingV3,,,6.97,6.97,30.4205,30.4205,0,0
aten::to,,,1.66,1.66,0,0,0,0
_C_ascend::grouped_matmul_swiglu_quant_v2,,,181.48,231.55,0,111.822,0,0
aten::empty,,,3.16,13.57,0,0,0,0
empty_tensor,,,10.41,10.41,0,0,0,0
aten::empty,,,1.34,5.11,0,0,0,0
empty_tensor,,,3.77,3.77,0,0,0,0
aten::empty,,,3.53,18.01,0,0,0,0
empty_tensor,,,14.48,14.48,0,0,0,0
aclnnGroupedMatmulSwigluQuantWeightNzV2,,,13.38,13.38,111.822,111.822,0,0
Event::record,,,78.16,91.81,0,0.26,0,0
record_event,,,13.65,13.65,0.26,0.26,0,0
npu::npu_grouped_matmul,,,45.83,78.41,0,63.601,0,0
empty_tensor,,,20.07,20.07,0,0,0,0
npu::get_npu_format,,,2.05,2.05,0,0,0,0
aclnnGroupedMatmulWeightNz,,,10.46,10.46,63.601,63.601,0,0
Event::record,,,71.62,84.44,0,0.22,0,0
record_event,,,12.82,12.82,0.22,0.22,0,0
aten::abs,,,16.85,37.73,0,1.14,0,0
empty_tensor,,,10.82,10.82,0,0,0,0
aclnnAbs,,,10.06,10.06,1.14,1.14,0,0
npu::npu_moe_token_unpermute,,,69.69,86.47,0,13.14,0,0
empty_tensor,,,8.01,8.01,0,0,0,0
aclnnMoeTokenUnpermute,,,8.77,8.77,13.14,13.14,0,0
vllm::maybe_pad_and_reduce,,,37.78,290.13,0,18.7,0,0
vllm::reduce_scatter,,,116.31,252.35,0,18.7,0,0
aten::movedim,,,1.66,13.52,0,0,0,0
aten::movedim,,,2.77,11.86,0,0,0,0
aten::permute,,,3.38,9.09,0,0,0,0
aten::as_strided,,,5.71,5.71,0,0,0,0
aten::empty,,,2.89,13.72,0,0,0,0
empty_tensor,,,10.83,10.83,0,0,0,0
c10d::_reduce_scatter_base_,,,59.15,91.52,0,18.7,0,0
record_event,,,15.65,15.65,0.02,0.02,0,0
wait_event,,,5.26,5.26,6.48,6.48,0,0
HcclReduceScatterBase,,,3.08,5.1,0,11.98,0,0
HcclReduceScatter,,,2.02,2.02,11.98,11.98,0,0
record_event,,,3.85,3.85,0.2,0.2,0,0
record_event,,,2.51,2.51,0.02,0.02,0,0
wait_event,,,3.21,3.21,0.0,0.0,0,0
destroy_event,,,2.02,2.02,0,0,0,0
aten::movedim,,,1.45,12.05,0,0,0,0
aten::movedim,,,2.32,10.6,0,0,0,0
aten::permute,,,2.9,8.28,0,0,0,0
aten::as_strided,,,5.38,5.38,0,0,0,0
Event::wait,,,65.44,79.32,0,0,0,0
wait_event,,,13.88,13.88,0,0,0,0
npu::npu_dynamic_quant,,,29.15,55.77,0,4.12,0,0
empty_tensor,,,12.17,12.17,0,0,0,0
empty_tensor,,,4.05,4.05,0,0,0,0
aclnnDynamicQuantV2,,,10.4,10.4,4.12,4.12,0,0
Event::wait,,,59.05,71.9,0,0,0,0
wait_event,,,12.85,12.85,0,0,0,0
npu::npu_quant_matmul,,,34.61,63.47,0,19.44,0,0
empty_tensor,,,10.87,10.87,0,0,0,0
aten::empty,,,2.38,4.49,0,0,0,0
empty_tensor,,,2.11,2.11,0,0,0,0
aten::empty,,,1.01,2.59,0,0,0,0
empty_tensor,,,1.58,1.58,0,0,0,0
aclnnQuantMatmulWeightNz,,,10.91,10.91,19.44,19.44,0,0
Event::wait,,,56.1,68.1,0,0,0,0
wait_event,,,12.0,12.0,0,0,0,0
_C_ascend::npu_dequant_swiglu_quant,,,46.99,85.67,0,5.2805,0,0
aten::empty,,,2.9,14.0,0,0,0,0
empty_tensor,,,11.1,11.1,0,0,0,0
aten::empty,,,1.21,4.82,0,0,0,0
empty_tensor,,,3.61,3.61,0,0,0,0
aten::empty,,,2.12,8.9,0,0,0,0
empty_tensor,,,6.78,6.78,0,0,0,0
aclnnDequantSwigluQuantV2,,,10.96,10.96,5.2805,5.2805,0,0
Event::wait,,,59.55,72.73,0,0.22,0,0
wait_event,,,13.18,13.18,0.22,0.22,0,0
npu::npu_quant_matmul,,,35.46,63.36,0,17.3405,0,0
empty_tensor,,,10.54,10.54,0,0,0,0
aten::empty,,,2.31,4.6,0,0,0,0
empty_tensor,,,2.29,2.29,0,0,0,0
aten::empty,,,1.01,2.84,0,0,0,0
empty_tensor,,,1.83,1.83,0,0,0,0
aclnnQuantMatmulWeightNz,,,9.92,9.92,17.3405,17.3405,0,0
Event::record,,,69.84,81.23,0,0.02,0,0
record_event,,,11.39,11.39,0.02,0.02,0,0
Event::wait,,,44.88,55.51,0,0.02,0,0
wait_event,,,10.63,10.63,0.02,0.02,0,0
destroy_event,,,6.75,6.75,0,0,0,0
destroy_event,,,6.59,6.59,0,0,0,0
destroy_event,,,3.48,3.48,0,0,0,0
destroy_event,,,1.61,1.61,0,0,0,0
destroy_event,,,3.46,3.46,0,0,0,0
destroy_event,,,1.53,1.53,0,0,0,0
aten::add,,,22.71,41.47,0,7.54,0,0
empty_tensor,,,11.24,11.24,0,0,0,0
aclnnAdd,,,7.52,7.52,7.54,7.54,0,0
vllm::maybe_all_reduce_tensor_model_parallel,,,24.1,24.1,0,0,0,0
aten::unsqueeze,,,4.86,9.12,0,0,0,0
aten::as_strided,,,4.26,4.26,0,0,0,0
aten::unsqueeze,,,2.24,4.14,0,0,0,0
aten::as_strided,,,1.9,1.9,0,0,0,0
aten::unsqueeze,,,3.74,5.42,0,0,0,0
aten::as_strided,,,1.68,1.68,0,0,0,0
aten::unsqueeze,,,1.81,3.31,0,0,0,0
aten::as_strided,,,1.5,1.5,0,0,0,0
_C_ascend::npu_hc_post,,,41.62,75.86,0,7.3605,0,0
aten::empty,,,2.7,11.52,0,0,0,0
empty_tensor,,,8.82,8.82,0,0,0,0
aten::empty,,,2.31,12.29,0,0,0,0
empty_tensor,,,9.98,9.98,0,0,0,0
aclnnHcPost,,,10.43,10.43,7.3605,7.3605,0,0
aten::squeeze,,,4.49,7.36,0,0,0,0
aten::as_strided,,,2.87,2.87,0,0,0,0
_C_ascend::npu_hc_pre_v2,,,37.54,74.58,0,40.701,0,0
aten::empty,,,2.07,8.64,0,0,0,0
empty_tensor,,,6.57,6.57,0,0,0,0
aten::empty,,,1.22,4.71,0,0,0,0
empty_tensor,,,3.49,3.49,0,0,0,0
aten::empty,,,1.03,3.85,0,0,0,0
empty_tensor,,,2.82,2.82,0,0,0,0
aten::empty,,,1.96,9.98,0,0,0,0
empty_tensor,,,8.02,8.02,0,0,0,0
aclnnHcPre,,,9.86,9.86,40.701,40.701,0,0
npu::npu_rms_norm,,,49.91,68.92,0,4.8205,0,0
empty_tensor,,,6.71,6.71,0,0,0,0
empty_tensor,,,3.39,3.39,0,0,0,0
aclnnRmsNorm,,,8.91,8.91,4.8205,4.8205,0,0
aten::empty,,,6.28,12.78,0,0,0,0
empty_tensor,,,6.5,6.5,0,0,0,0
aten::alias,,,3.91,3.91,0,0,0,0
vllm::dsa_forward,,,1470.98,3363.15,0,369.2665,0,0
aten::empty,,,3.33,13.36,0,0,0,0
empty_tensor,,,10.03,10.03,0,0,0,0
c10d::_allgather_base_,,,55.07,84.05,0,16.62,0,0
record_event,,,14.15,14.15,0.02,0.02,0,0
wait_event,,,3.59,3.59,5.4,5.4,0,0
HcclAllgatherBase,,,2.96,5.19,0,10.74,0,0
HcclAllGather,,,2.23,2.23,10.74,10.74,0,0
record_event,,,3.61,3.61,0.24,0.24,0,0
record_event,,,2.44,2.44,0.22,0.22,0,0
npu::npu_dynamic_quant,,,29.3,46.84,0,4.24,0,0
empty_tensor,,,9.71,9.71,0,0,0,0
empty_tensor,,,4.43,4.43,0,0,0,0
aclnnDynamicQuantV2,,,3.4,3.4,4.24,4.24,0,0
npu::npu_quant_matmul,,,29.16,53.42,0,16.2405,0,0
empty_tensor,,,6.84,6.84,0,0,0,0
aten::empty,,,2.3,4.37,0,0,0,0
empty_tensor,,,2.07,2.07,0,0,0,0
aten::empty,,,0.93,2.51,0,0,0,0
empty_tensor,,,1.58,1.58,0,0,0,0
aclnnQuantMatmulWeightNz,,,10.54,10.54,16.2405,16.2405,0,0
_C_ascend::npu_rms_norm_dynamic_quant,,,46.0,99.65,0,7.16,0,0
aten::empty_like,,,5.38,16.1,0,0,0,0
aten::empty_strided,,,7.55,10.72,0,0,0,0
empty_tensor,,,3.17,3.17,0,0,0,0
aten::empty,,,1.35,4.88,0,0,0,0
empty_tensor,,,3.53,3.53,0,0,0,0
aten::empty,,,0.98,4.04,0,0,0,0
empty_tensor,,,3.06,3.06,0,0,0,0
aten::empty_like,,,1.97,7.4,0,0,0,0
aten::empty_strided,,,3.74,5.43,0,0,0,0
empty_tensor,,,1.69,1.69,0,0,0,0
aten::empty,,,2.0,9.98,0,0,0,0
empty_tensor,,,7.98,7.98,0,0,0,0
aclnnRmsNormDynamicQuant,,,11.25,11.25,7.16,7.16,0,0
npu::npu_quant_matmul,,,30.01,52.02,0,33.2005,0,0
empty_tensor,,,6.88,6.88,0,0,0,0
aten::empty,,,1.65,3.64,0,0,0,0
empty_tensor,,,1.99,1.99,0,0,0,0
aten::empty,,,1.0,2.46,0,0,0,0
empty_tensor,,,1.46,1.46,0,0,0,0
aclnnQuantMatmulWeightNz,,,9.03,9.03,33.2005,33.2005,0,0
aten::unflatten,,,6.1,11.75,0,0,0,0
aten::view,,,5.65,5.65,0,0,0,0
aten::view,,,2.98,2.98,0,0,0,0
aten::empty_like,,,4.02,14.69,0,0,0,0
aten::empty_strided,,,7.14,10.67,0,0,0,0
empty_tensor,,,3.53,3.53,0,0,0,0
triton_rms_kernel,,,21.57,21.57,13.0005,13.0005,0,0
aten::view,,,8.28,8.28,0,0,0,0
aten::unsqueeze,,,3.02,7.22,0,0,0,0
aten::as_strided,,,4.2,4.2,0,0,0,0
_C_ascend::inplace_partial_rotary_mul,,,43.22,72.21,0,5.32,0,0
aten::empty,,,3.5,17.8,0,0,0,0
empty_tensor,,,14.3,14.3,0,0,0,0
aclnnInplacePartialRotaryMul,,,11.19,11.19,5.32,5.32,0,0
wait_event,,,4.85,4.85,0.0,0.0,0,0
aten::slice,,,3.96,8.2,0,0,0,0
aten::as_strided,,,4.24,4.24,0,0,0,0
npu::npu_dynamic_quant,,,28.12,54.2,0,7.02,0,0
empty_tensor,,,10.08,10.08,0,0,0,0
empty_tensor,,,4.25,4.25,0,0,0,0
aclnnDynamicQuantV2,,,11.75,11.75,7.02,7.02,0,0
npu::npu_quant_matmul,,,30.03,54.58,0,13.74,0,0
empty_tensor,,,7.7,7.7,0,0,0,0
aten::empty,,,2.14,4.13,0,0,0,0
empty_tensor,,,1.99,1.99,0,0,0,0
aten::empty,,,1.04,2.62,0,0,0,0
empty_tensor,,,1.58,1.58,0,0,0,0
aclnnQuantMatmulWeightNz,,,10.1,10.1,13.74,13.74,0,0
npu::npu_rms_norm,,,53.15,72.19,0,9.98,0,0
empty_tensor,,,6.88,6.88,0,0,0,0
empty_tensor,,,3.26,3.26,0,0,0,0
aclnnRmsNorm,,,8.9,8.9,9.98,9.98,0,0
aten::view,,,5.43,5.43,0,0,0,0
aten::unsqueeze,,,2.94,6.81,0,0,0,0
aten::as_strided,,,3.87,3.87,0,0,0,0
aten::slice,,,2.79,5.03,0,0,0,0
aten::as_strided,,,2.24,2.24,0,0,0,0
aten::slice,,,1.05,2.93,0,0,0,0
aten::as_strided,,,1.88,1.88,0,0,0,0
_C_ascend::inplace_partial_rotary_mul,,,36.35,60.54,0,10.0,0,0
aten::empty,,,3.28,13.4,0,0,0,0
empty_tensor,,,10.12,10.12,0,0,0,0
aclnnInplacePartialRotaryMul,,,10.79,10.79,10.0,10.0,0,0
_C_ascend::npu_scatter_nd_update_sk,,,31.17,51.96,0,28.661,0,0
aten::empty,,,2.76,11.63,0,0,0,0
empty_tensor,,,8.87,8.87,0,0,0,0
aclnnScatterNdUpdateSk,,,9.16,9.16,28.661,28.661,0,0
aten::squeeze,,,8.68,13.19,0,0,0,0
aten::as_strided,,,4.51,4.51,0,0,0,0
aten::view,,,3.95,3.95,0,0,0,0
aten::view,,,2.39,2.39,0,0,0,0
_C_ascend::compressor,,,46.62,79.57,0,47.481,0,0
aten::empty,,,2.5,10.98,0,0,0,0
empty_tensor,,,8.48,8.48,0,0,0,0
aten::empty,,,2.48,11.38,0,0,0,0
empty_tensor,,,8.9,8.9,0,0,0,0
aclnnCompressor,,,10.59,10.59,47.481,47.481,0,0
_C_ascend::npu_scatter_nd_update_sk,,,31.13,52.76,0,15.7,0,0
aten::empty,,,2.48,11.45,0,0,0,0
empty_tensor,,,8.97,8.97,0,0,0,0
aclnnScatterNdUpdateSk,,,10.18,10.18,15.7,15.7,0,0
_C_ascend::npu_sparse_attn_sharedkv,,,43.78,76.67,0,36.7405,0,0
aten::empty,,,2.16,10.11,0,0,0,0
empty_tensor,,,7.95,7.95,0,0,0,0
aten::empty,,,1.15,2.99,0,0,0,0
empty_tensor,,,1.84,1.84,0,0,0,0
aten::empty,,,2.1,9.88,0,0,0,0
empty_tensor,,,7.78,7.78,0,0,0,0
aclnnSparseAttnSharedkv,,,9.91,9.91,36.7405,36.7405,0,0
destroy_event,,,2.8,2.8,0,0,0,0
aten::unsqueeze,,,3.87,8.83,0,0,0,0
aten::as_strided,,,4.96,4.96,0,0,0,0
aten::neg,,,14.47,29.47,0,0.94,0,0
empty_tensor,,,6.69,6.69,0,0,0,0
aclnnNeg,,,8.31,8.31,0.94,0.94,0,0
_C_ascend::inplace_partial_rotary_mul,,,35.39,56.53,0,5.26,0,0
aten::empty,,,2.61,12.15,0,0,0,0
empty_tensor,,,9.54,9.54,0,0,0,0
aclnnInplacePartialRotaryMul,,,8.99,8.99,5.26,5.26,0,0
aten::view,,,5.38,5.38,0,0,0,0
aten::permute,,,3.2,7.63,0,0,0,0
aten::as_strided,,,4.43,4.43,0,0,0,0
aten::contiguous,,,2.48,40.25,0,11.76,0,0
aten::clone,,,4.45,37.77,0,11.76,0,0
empty_tensor,,,6.05,6.05,0,0,0,0
aten::copy_,,,19.28,27.27,0,11.76,0,0
aclnnInplaceCopy,,,7.99,7.99,11.76,11.76,0,0
aten::view,,,3.47,3.47,0,0,0,0
aten::empty_like,,,4.61,14.32,0,0,0,0
aten::empty_strided,,,7.09,9.71,0,0,0,0
empty_tensor,,,2.62,2.62,0,0,0,0
c10d::alltoall_base_,,,55.41,78.49,0,19.68,0,0
record_event,,,10.18,10.18,0.02,0.02,0,0
wait_event,,,3.15,3.15,6.28,6.28,0,0
HcclAlltoAll,,,2.0,3.7,0,12.92,0,0
HcclAlltoAll,,,1.7,1.7,12.92,12.92,0,0
record_event,,,3.56,3.56,0.22,0.22,0,0
record_event,,,2.49,2.49,0.24,0.24,0,0
wait_event,,,2.96,2.96,0.02,0.02,0,0
destroy_event,,,1.93,1.93,0,0,0,0
aten::view,,,5.41,5.41,0,0,0,0
npu::npu_transpose_batchmatmul,,,30.56,54.55,0,32.9405,0,0
empty_tensor,,,10.6,10.6,0,0,0,0
aclnnTransposeBatchMatMul,,,13.39,13.39,32.9405,32.9405,0,0
aten::reshape,,,1.7,6.27,0,0,0,0
aten::view,,,4.57,4.57,0,0,0,0
vllm::matmul_and_reduce,,,145.45,464.29,0,32.8415,0,0
vllm::unquantized_gemm,,,16.43,75.87,0,16.9405,0,0
aten::linear,,,4.69,59.44,0,16.9405,0,0
aten::t,,,5.4,14.76,0,0,0,0
aten::transpose,,,3.1,9.36,0,0,0,0
aten::as_strided,,,6.26,6.26,0,0,0,0
aten::matmul,,,19.43,39.99,0,16.9405,0,0
empty_tensor,,,9.99,9.99,0,0,0,0
aclnnMatmul,,,10.57,10.57,16.9405,16.9405,0,0
vllm::reduce_scatter,,,116.91,242.97,0,15.901,0,0
aten::movedim,,,1.57,10.55,0,0,0,0
aten::movedim,,,2.63,8.98,0,0,0,0
aten::permute,,,2.69,6.35,0,0,0,0
aten::as_strided,,,3.66,3.66,0,0,0,0
aten::empty,,,2.68,12.29,0,0,0,0
empty_tensor,,,9.61,9.61,0,0,0,0
c10d::_reduce_scatter_base_,,,56.73,86.46,0,15.881,0,0
record_event,,,12.84,12.84,0.02,0.02,0,0
wait_event,,,6.03,6.03,3.26,3.26,0,0
HcclReduceScatterBase,,,2.89,4.87,0,12.381,0,0
HcclReduceScatter,,,1.98,1.98,12.381,12.381,0,0
record_event,,,3.56,3.56,0.2,0.2,0,0
record_event,,,2.43,2.43,0.02,0.02,0,0
wait_event,,,3.19,3.19,0.02,0.02,0,0
destroy_event,,,1.66,1.66,0,0,0,0
aten::movedim,,,1.38,11.91,0,0,0,0
aten::movedim,,,2.53,10.53,0,0,0,0
aten::permute,,,3.12,8.0,0,0,0,0
aten::as_strided,,,4.88,4.88,0,0,0,0
aten::copy_,,,55.82,66.3,0,0.7205,0,0
aclnnInplaceCopy,,,10.48,10.48,0.7205,0.7205,0,0
aten::unsqueeze,,,4.19,7.92,0,0,0,0
aten::as_strided,,,3.73,3.73,0,0,0,0
aten::unsqueeze,,,2.22,3.84,0,0,0,0
aten::as_strided,,,1.62,1.62,0,0,0,0
aten::unsqueeze,,,2.02,3.55,0,0,0,0
aten::as_strided,,,1.53,1.53,0,0,0,0
aten::detach,,,3.67,3.67,0,0,0,0
aten::reshape,,,4.39,7.98,0,0,0,0
aten::view,,,3.59,3.59,0,0,0,0
aten::unsqueeze,,,2.25,3.79,0,0,0,0
aten::as_strided,,,1.54,1.54,0,0,0,0
_C_ascend::npu_hc_post,,,38.09,75.18,0,7.6,0,0
aten::empty,,,2.7,13.18,0,0,0,0
empty_tensor,,,10.48,10.48,0,0,0,0
aten::empty,,,2.19,12.29,0,0,0,0
empty_tensor,,,10.1,10.1,0,0,0,0
aclnnHcPost,,,11.62,11.62,7.6,7.6,0,0
aten::squeeze,,,4.38,6.9,0,0,0,0
aten::as_strided,,,2.52,2.52,0,0,0,0
_C_ascend::npu_hc_pre_v2,,,36.96,74.28,0,31.0205,0,0
aten::empty,,,2.24,8.96,0,0,0,0
empty_tensor,,,6.72,6.72,0,0,0,0
aten::empty,,,1.1,4.56,0,0,0,0
empty_tensor,,,3.46,3.46,0,0,0,0
aten::empty,,,0.99,3.85,0,0,0,0
empty_tensor,,,2.86,2.86,0,0,0,0
aten::empty,,,2.1,10.29,0,0,0,0
empty_tensor,,,8.19,8.19,0,0,0,0
aclnnHcPre,,,9.66,9.66,31.0205,31.0205,0,0
npu::npu_rms_norm,,,48.7,67.98,0,4.6605,0,0
empty_tensor,,,7.43,7.43,0,0,0,0
empty_tensor,,,3.52,3.52,0,0,0,0
aclnnRmsNorm,,,8.33,8.33,4.6605,4.6605,0,0
aten::reshape,,,4.67,9.09,0,0,0,0
aten::view,,,4.42,4.42,0,0,0,0
vllm::moe_forward_shared,,,1923.27,4758.15,0,374.748,0,0
aten::to,,,1.89,44.62,0,5.9405,0,0
aten::_to_copy,,,5.57,42.73,0,5.9405,0,0
aten::empty_strided,,,8.68,13.03,0,0,0,0
empty_tensor,,,4.35,4.35,0,0,0,0
aten::copy_,,,14.84,24.13,0,5.9405,0,0
